district,area,production,yield,crop_type,season,districe,first_rain_date,last_rain_date,mean_dry_spell_length,total_rainfall,rainy_days,average_tmax,average_tmin,average_humidity,first_rain_category,last_rain_category,yield_calculated,district_encoded,season_encoded,crop_type_encoded
Anand,5.68,10.273132,1808.65,CASTOR,2018,Anand,2018-06-03,2018-10-04,7.545454545454546,924.1,100,33.47322404371585,24.298360655737707,66.50819672131148,early,early,1.80865,2,2,0
Kheda,93.54,166.1373294,1776.11,CASTOR,2018,Kheda,2018-06-09,2018-09-24,11.0,891.1999999999999,95,33.61967213114754,24.270491803278688,66.18032786885246,on_time,early,1.7761099999999999,16,2,0
Panchmahal,10.8,16.404768,1518.96,CASTOR,2018,Panchmahal,2018-06-02,2018-10-04,9.875,1128.4,104,32.09672131147541,23.68688524590164,69.3879781420765,early,early,1.5189599999999999,23,2,0
Mahisagar,25.06,33.009032,1317.2,CASTOR,2018,Mahisagar,2018-06-01,2018-10-04,9.75,1198.6,105,32.30491803278688,23.50054644808744,70.4535519125683,early,early,1.3172,18,2,0
Dahod,1.72,3.110878,1808.65,CASTOR,2018,Dahod,2018-06-02,2018-09-25,9.0,1092.2,102,30.68032786885246,22.26065573770492,70.72131147540983,early,early,1.80865,9,2,0
Vadodara,487.19,992.2452573,2036.67,CASTOR,2018,Vadodara,2018-06-09,2018-10-03,9.22222222222222,981.0,100,33.01475409836066,24.14644808743169,68.09836065573771,on_time,early,2.03667,31,2,0
Chhota Udaipur,41.17,68.42659850000001,1662.05,CASTOR,2018,Chhota Udepur,2018-06-02,2018-10-04,9.25,1091.5,109,32.051366120218574,23.58087431693989,69.22404371584699,early,early,1.6620500000000002,8,2,0
Narmada,2.56,4.6301440000000005,1808.65,CASTOR,2018,Narmada,2018-06-03,2018-10-03,8.88888888888889,767.4,103,32.57377049180328,24.256830601092897,69.02185792349727,early,early,1.80865,21,2,0
Bharuch,27.88,34.6110684,1241.43,CASTOR,2018,Bharuch,2018-06-08,2018-10-04,11.285714285714286,713.6000000000001,104,33.17923497267759,25.014207650273224,67.36065573770492,early,early,1.24143,5,2,0
Surat,1.76,3.183224,1808.65,CASTOR,2018,Surat,2018-06-09,2018-10-17,9.875,884.0999999999999,104,32.12513661202186,24.8103825136612,71.62841530054645,on_time,on_time,1.80865,28,2,0
Tapi,1.15,2.0799475,1808.65,CASTOR,2018,Tapi,2018-06-03,2018-10-03,10.142857142857142,1014.9,112,32.18251366120219,24.08579234972677,69.92349726775956,early,early,1.80865,30,2,0
Banaskantha,460.61,1523.1213046588236,562.1472,TOTAL COTTON (LINT),2018,Banaskantha,2018-06-01,2018-09-23,12.857142857142858,394.2,93,33.03551912568306,23.65245901639344,61.44808743169399,early,early,3.3067482352941178,4,2,2
Patan,456.02,901.7731287529411,336.17260621902545,TOTAL COTTON (LINT),2018,Patan,2018-06-12,2018-09-23,10.3,451.2000000000001,80,33.398360655737704,23.85628415300547,63.885245901639344,on_time,early,1.9774859189354441,24,2,2
Mehsana,346.73,1450.3528257882354,711.1007999999999,TOTAL COTTON (LINT),2018,Mehsana,2018-06-02,2018-09-24,7.75,551.7,90,33.11584699453552,23.75901639344262,65.53005464480874,early,early,4.182945882352941,19,2,2
Sabarkantha,786.62,2373.4750040470585,512.9423999999999,TOTAL COTTON (LINT),2018,Sabarkantha,2018-06-01,2018-09-24,10.625,678.0000000000001,98,32.43551912568306,23.313661202185795,68.24590163934427,early,early,3.0173082352941174,27,2,2
Aravalli,444.95,1800.7943114117647,688.0212,TOTAL COTTON (LINT),2018,Arvalli,2018-06-02,2018-09-23,10.875,740.9,96,32.12786885245902,23.348633879781417,69.08196721311475,early,early,4.047183529411765,3,2,2
Gandhinagar,239.84,991.251383717647,702.6047999999998,TOTAL COTTON (LINT),2018,Gandhinagar,2018-06-02,2018-09-23,9.444444444444445,752.6000000000001,98,33.07540983606558,23.827868852459016,66.8360655737705,early,early,4.132969411764705,12,2,2
Devbhumi Dwarka,213.26,314.7943404705882,250.938,TOTAL COTTON (LINT),2018,Devbhoomi Dwarka,2018-06-04,2018-09-18,20.0,253.8,103,30.17103825136612,25.913114754098363,76.82513661202186,early,early,1.4761058823529412,11,2,2
Porbandar,110.1,319.9135087058823,493.9627291553133,TOTAL COTTON (LINT),2018,Porbandar,2018-06-03,2018-09-17,26.0,520.1,105,30.55573770491804,25.342076502732244,74.0327868852459,early,early,2.9056631126783135,25,2,2
Junagadh,761.03,1568.622712235294,350.401247099326,TOTAL COTTON (LINT),2018,Junagadh,2018-06-03,2018-09-20,13.0,603.9999999999999,105,31.79672131147541,23.65136612021858,69.13661202185793,early,early,2.061183806466623,15,2,2
Gir Somnath,183.3,645.0753981176471,598.2696,TOTAL COTTON (LINT),2018,Gir Somnath,2018-06-04,2018-09-20,15.6,498.4,105,30.569398907103828,25.09234972677596,76.3879781420765,early,early,3.5192329411764702,13,2,2
Anand,20.47,78.45987240000001,651.5964000000001,TOTAL COTTON (LINT),2018,Anand,2018-06-03,2018-10-04,7.545454545454546,924.1,100,33.47322404371585,24.298360655737707,66.50819672131148,early,early,3.8329200000000005,2,2,2
Kheda,185.61,774.4037889176471,709.2756,TOTAL COTTON (LINT),2018,Kheda,2018-06-09,2018-09-24,11.0,891.1999999999999,95,33.61967213114754,24.270491803278688,66.18032786885246,on_time,early,4.172209411764706,16,2,2
Panchmahal,137.25,541.7431822588235,671.0115918688524,TOTAL COTTON (LINT),2018,Panchmahal,2018-06-02,2018-10-04,9.875,1128.4,104,32.09672131147541,23.68688524590164,69.3879781420765,early,early,3.9471270109932495,23,2,2
Mahisagar,76.26,159.44582668235296,355.4391625491739,TOTAL COTTON (LINT),2018,Mahisagar,2018-06-01,2018-10-04,9.75,1198.6,105,32.30491803278688,23.50054644808744,70.4535519125683,early,early,2.0908186032304346,18,2,2
Dahod,3.58,4.697296941176471,223.056,TOTAL COTTON (LINT),2018,Dahod,2018-06-02,2018-09-25,9.0,1092.2,102,30.68032786885246,22.26065573770492,70.72131147540983,early,early,1.3120941176470589,9,2,2
Narmada,480.46,1528.1543913882351,540.7031730758023,TOTAL COTTON (LINT),2018,Narmada,2018-06-03,2018-10-03,8.88888888888889,767.4,103,32.57377049180328,24.256830601092897,69.02185792349727,early,early,3.180606900445896,21,2,2
Bharuch,783.38,2372.8810216235293,514.9349915443335,TOTAL COTTON (LINT),2018,Bharuch,2018-06-08,2018-10-04,11.285714285714286,713.6000000000001,104,33.17923497267759,25.014207650273224,67.36065573770492,early,early,3.0290293620254913,5,2,2
Surat,54.23,348.7149025411765,1093.1501647058824,TOTAL COTTON (LINT),2018,Surat,2018-06-09,2018-10-17,9.875,884.0999999999999,104,32.12513661202186,24.8103825136612,71.62841530054645,on_time,on_time,6.4302950865051915,28,2,2
Tapi,72.69,284.9882370352941,666.5015861328931,TOTAL COTTON (LINT),2018,Tapi,2018-06-03,2018-10-03,10.142857142857142,1014.9,112,32.18251366120219,24.08579234972677,69.92349726775956,early,early,3.9205975654876064,30,2,2
Patan,95.44,204.1634836,2139.181512992456,TOTAL BAJRA,2018,Patan,2018-06-12,2018-09-23,10.3,451.2000000000001,80,33.398360655737704,23.85628415300547,63.885245901639344,on_time,early,2.1391815129924563,24,2,1
Mehsana,118.7,341.447555,2876.5590143218205,TOTAL BAJRA,2018,Mehsana,2018-06-02,2018-09-24,7.75,551.7,90,33.11584699453552,23.75901639344262,65.53005464480874,early,early,2.87655901432182,19,2,1
Sabarkantha,20.16,66.1787058,3282.6738988095235,TOTAL BAJRA,2018,Sabarkantha,2018-06-01,2018-09-24,10.625,678.0000000000001,98,32.43551912568306,23.313661202185795,68.24590163934427,early,early,3.282673898809524,27,2,1
Aravalli,28.52,51.984006,1822.7211079943893,TOTAL BAJRA,2018,Arvalli,2018-06-02,2018-09-23,10.875,740.9,96,32.12786885245902,23.348633879781417,69.08196721311475,early,early,1.82272110799439,3,2,1
Gandhinagar,79.19,233.3003873,2946.083941154186,TOTAL BAJRA,2018,Gandhinagar,2018-06-02,2018-09-23,9.444444444444445,752.6000000000001,98,33.07540983606558,23.827868852459016,66.8360655737705,early,early,2.9460839411541864,12,2,1
Ahmedabad,24.11,51.2543,2125.8523434259646,TOTAL BAJRA,2018,Ahmedabad,2018-06-01,2018-09-23,9.555555555555555,750.0,97,33.54153005464481,24.21256830601093,65.53005464480874,early,early,2.125852343425964,0,2,1
Surendranagar,66.86999999999999,81.42181529999999,1217.613508299686,TOTAL BAJRA,2018,Surendranagar,2018-06-02,2018-09-23,5.529411764705882,455.3,89,34.56939890710383,24.73825136612022,58.67213114754098,early,early,1.217613508299686,29,2,1
Morbi,78.85,55.81688449999999,707.8869308814204,TOTAL BAJRA,2018,Morbi,2018-06-11,2018-09-17,11.0,474.1,84,33.4344262295082,24.32841530054645,65.03825136612022,on_time,early,0.7078869308814204,20,2,1
Rajkot,8.969999999999999,16.0168297,1785.5997435897436,TOTAL BAJRA,2018,Rajkot,2018-06-05,2018-09-19,7.75,344.5,90,33.874863387978145,23.98196721311476,62.24590163934426,early,early,1.7855997435897437,26,2,1
Jamnagar,1.68,2.3469768,1397.01,TOTAL BAJRA,2018,Jamnagar,2018-06-04,2018-09-18,10.666666666666666,719.2,87,32.92459016393442,24.596721311475413,69.68306010928961,early,early,1.39701,14,2,1
Devbhumi Dwarka,0.53,0.7404153,1397.01,TOTAL BAJRA,2018,Devbhoomi Dwarka,2018-06-04,2018-09-18,20.0,253.8,103,30.17103825136612,25.913114754098363,76.82513661202186,early,early,1.3970099999999999,11,2,1
Porbandar,0.2,0.5825020000000001,2912.51,TOTAL BAJRA,2018,Porbandar,2018-06-03,2018-09-17,26.0,520.1,105,30.55573770491804,25.342076502732244,74.0327868852459,early,early,2.91251,25,2,1
Junagadh,10.77,31.5210746,2926.747873723305,TOTAL BAJRA,2018,Junagadh,2018-06-03,2018-09-20,13.0,603.9999999999999,105,31.79672131147541,23.65136612021858,69.13661202185793,early,early,2.9267478737233055,15,2,1
Gir Somnath,54.5,160.5393063,2945.6753449541284,TOTAL BAJRA,2018,Gir Somnath,2018-06-04,2018-09-20,15.6,498.4,105,30.569398907103828,25.09234972677596,76.3879781420765,early,early,2.9456753449541284,13,2,1
Amreli,38.96,57.6837573,1480.5892530800822,TOTAL BAJRA,2018,Amreli,2018-06-02,2018-09-25,7.727272727272727,483.7,98,34.49617486338798,24.519672131147544,59.56284153005465,early,early,1.4805892530800822,1,2,1
Bhavnagar,292.64000000000004,779.753377,2664.548171815199,TOTAL BAJRA,2018,Bhavnagar,2018-06-02,2018-09-25,7.833333333333333,526.1,89,33.924043715847,25.325136612021858,61.39890710382514,early,early,2.6645481718151993,6,2,1
Botad,4.39,7.3817726,1681.497175398633,TOTAL BAJRA,2018,Botad,2018-06-02,2018-10-05,5.882352941176471,491.4,83,35.22896174863388,25.25792349726776,55.69945355191257,early,early,1.6814971753986334,7,2,1
Anand,348.42,979.1692475,2810.31297715401,TOTAL BAJRA,2018,Anand,2018-06-03,2018-10-04,7.545454545454546,924.1,100,33.47322404371585,24.298360655737707,66.50819672131148,early,early,2.8103129771540094,2,2,1
Kheda,339.01,924.7747595,2727.86867496534,TOTAL BAJRA,2018,Kheda,2018-06-09,2018-09-24,11.0,891.1999999999999,95,33.61967213114754,24.270491803278688,66.18032786885246,on_time,early,2.72786867496534,16,2,1
Panchmahal,20.46,39.7171752,1941.210909090909,TOTAL BAJRA,2018,Panchmahal,2018-06-02,2018-10-04,9.875,1128.4,104,32.09672131147541,23.68688524590164,69.3879781420765,early,early,1.941210909090909,23,2,1
Mahisagar,68.62,144.5519532,2106.557172835908,TOTAL BAJRA,2018,Mahisagar,2018-06-01,2018-10-04,9.75,1198.6,105,32.30491803278688,23.50054644808744,70.4535519125683,early,early,2.106557172835908,18,2,1
Dahod,0.2,0.5825020000000001,2912.51,TOTAL BAJRA,2018,Dahod,2018-06-02,2018-09-25,9.0,1092.2,102,30.68032786885246,22.26065573770492,70.72131147540983,early,early,2.91251,9,2,1
Vadodara,50.34,106.9659956,2124.8707906237587,TOTAL BAJRA,2018,Vadodara,2018-06-09,2018-10-03,9.22222222222222,981.0,100,33.01475409836066,24.14644808743169,68.09836065573771,on_time,early,2.1248707906237585,31,2,1
Narmada,2.0,5.4461450000000005,2723.0725,TOTAL BAJRA,2018,Narmada,2018-06-03,2018-10-03,8.88888888888889,767.4,103,32.57377049180328,24.256830601092897,69.02185792349727,early,early,2.7230725000000002,21,2,1
Bharuch,2.2,6.407522000000001,2912.51,TOTAL BAJRA,2018,Bharuch,2018-06-08,2018-10-04,11.285714285714286,713.6000000000001,104,33.17923497267759,25.014207650273224,67.36065573770492,early,early,2.91251,5,2,1
Surat,0.02,0.0279402,1397.01,TOTAL BAJRA,2018,Surat,2018-06-09,2018-10-17,9.875,884.0999999999999,104,32.12513661202186,24.8103825136612,71.62841530054645,on_time,on_time,1.3970099999999999,28,2,1
Mehsana,30.9,73.70526799999999,2385.283754045307,TOTAL RICE,2018,Mehsana,2018-06-02,2018-09-24,7.75,551.7,90,33.11584699453552,23.75901639344262,65.53005464480874,early,early,2.3852837540453073,19,2,4
Sabarkantha,70.89,241.770345,3410.5,TOTAL RICE,2018,Sabarkantha,2018-06-01,2018-09-24,10.625,678.0000000000001,98,32.43551912568306,23.313661202185795,68.24590163934427,early,early,3.4105,27,2,4
Aravalli,16.25,39.79105,2448.68,TOTAL RICE,2018,Arvalli,2018-06-02,2018-09-23,10.875,740.9,96,32.12786885245902,23.348633879781417,69.08196721311475,early,early,2.44868,3,2,4
Gandhinagar,116.91,250.964345,2146.6456676075613,TOTAL RICE,2018,Gandhinagar,2018-06-02,2018-09-23,9.444444444444445,752.6000000000001,98,33.07540983606558,23.827868852459016,66.8360655737705,early,early,2.1466456676075616,12,2,4
Surendranagar,41.4,64.96405200000001,1569.1800000000003,TOTAL RICE,2018,Surendranagar,2018-06-02,2018-09-23,5.529411764705882,455.3,89,34.56939890710383,24.73825136612022,58.67213114754098,early,early,1.5691800000000002,29,2,4
Panchmahal,564.3199999999999,635.7368674,1126.553847816842,TOTAL RICE,2018,Panchmahal,2018-06-02,2018-10-04,9.875,1128.4,104,32.09672131147541,23.68688524590164,69.3879781420765,early,early,1.1265538478168418,23,2,4
Mahisagar,437.27,631.6649292,1444.5649809042468,TOTAL RICE,2018,Mahisagar,2018-06-01,2018-10-04,9.75,1198.6,105,32.30491803278688,23.50054644808744,70.4535519125683,early,early,1.4445649809042467,18,2,4
Dahod,340.84000000000003,369.9331968,1085.3573430348551,TOTAL RICE,2018,Dahod,2018-06-02,2018-09-25,9.0,1092.2,102,30.68032786885246,22.26065573770492,70.72131147540983,early,early,1.085357343034855,9,2,4
Vadodara,346.98,764.3894886,2202.978524987031,TOTAL RICE,2018,Vadodara,2018-06-09,2018-10-03,9.22222222222222,981.0,100,33.01475409836066,24.14644808743169,68.09836065573771,on_time,early,2.202978524987031,31,2,4
Chhota Udaipur,213.15,291.8964065,1369.441269059348,TOTAL RICE,2018,Chhota Udepur,2018-06-02,2018-10-04,9.25,1091.5,109,32.051366120218574,23.58087431693989,69.22404371584699,early,early,1.3694412690593478,8,2,4
Narmada,108.07,92.3187975,854.2500000000001,TOTAL RICE,2018,Narmada,2018-06-03,2018-10-03,8.88888888888889,767.4,103,32.57377049180328,24.256830601092897,69.02185792349727,early,early,0.8542500000000001,21,2,4
Bharuch,65.62,101.6325307,1548.804186223712,TOTAL RICE,2018,Bharuch,2018-06-08,2018-10-04,11.285714285714286,713.6000000000001,104,33.17923497267759,25.014207650273224,67.36065573770492,early,early,1.5488041862237123,5,2,4
Surat,467.48,1161.59287,2484.7969324890905,TOTAL RICE,2018,Surat,2018-06-09,2018-10-17,9.875,884.0999999999999,104,32.12513661202186,24.8103825136612,71.62841530054645,on_time,on_time,2.48479693248909,28,2,4
Dang,204.0,605.7474,2969.35,TOTAL RICE,2018,Dangs,2018-06-01,2018-11-05,7.444444444444445,1072.5,116,31.23060109289618,23.72295081967213,71.48087431693989,early,late,2.96935,10,2,4
Navsari,501.12,1335.7735314,2665.5761721743293,TOTAL RICE,2018,Navsari,2018-06-03,2018-11-05,6.181818181818182,1015.4,115,31.90054644808744,24.711475409836066,71.5792349726776,early,late,2.665576172174329,22,2,4
Valsad,744.14,1849.51069,2485.433775902384,TOTAL RICE,2018,Valsad,2018-06-03,2018-10-26,6.2727272727272725,1370.7,114,30.795081967213115,24.67814207650273,74.95081967213115,early,late,2.485433775902384,32,2,4
Tapi,542.35,1734.6144857000002,3198.330387572601,TOTAL RICE,2018,Tapi,2018-06-03,2018-10-03,10.142857142857142,1014.9,112,32.18251366120219,24.08579234972677,69.92349726775956,early,early,3.198330387572601,30,2,4
Patan,4.84,6.826777000000001,1410.4911157024796,TOTAL GROUNDNUT,2018,Patan,2018-06-12,2018-09-23,10.3,451.2000000000001,80,33.398360655737704,23.85628415300547,63.885245901639344,on_time,early,1.4104911157024795,24,2,3
Mehsana,151.91,439.7514500000001,2894.815680337042,TOTAL GROUNDNUT,2018,Mehsana,2018-06-02,2018-09-24,7.75,551.7,90,33.11584699453552,23.75901639344262,65.53005464480874,early,early,2.894815680337042,19,2,3
Sabarkantha,447.54,836.2069134000001,1868.451788443491,TOTAL GROUNDNUT,2018,Sabarkantha,2018-06-01,2018-09-24,10.625,678.0000000000001,98,32.43551912568306,23.313661202185795,68.24590163934427,early,early,1.8684517884434912,27,2,3
Aravalli,372.73,1019.8171064,2736.074655648861,TOTAL GROUNDNUT,2018,Arvalli,2018-06-02,2018-09-23,10.875,740.9,96,32.12786885245902,23.348633879781417,69.08196721311475,early,early,2.736074655648861,3,2,3
Gandhinagar,53.75,161.17663190000002,2998.635012093024,TOTAL GROUNDNUT,2018,Gandhinagar,2018-06-02,2018-09-23,9.444444444444445,752.6000000000001,98,33.07540983606558,23.827868852459016,66.8360655737705,early,early,2.9986350120930236,12,2,3
Ahmedabad,0.35,0.478856,1368.16,TOTAL GROUNDNUT,2018,Ahmedabad,2018-06-01,2018-09-23,9.555555555555555,750.0,97,33.54153005464481,24.21256830601093,65.53005464480874,early,early,1.36816,0,2,3
Surendranagar,182.16,360.6683472,1979.9535968379448,TOTAL GROUNDNUT,2018,Surendranagar,2018-06-02,2018-09-23,5.529411764705882,455.3,89,34.56939890710383,24.73825136612022,58.67213114754098,early,early,1.979953596837945,29,2,3
Porbandar,758.89,1065.0793483,1403.47,TOTAL GROUNDNUT,2018,Porbandar,2018-06-03,2018-09-17,26.0,520.1,105,30.55573770491804,25.342076502732244,74.0327868852459,early,early,1.40347,25,2,3
Botad,11.82,16.171651200000003,1368.1600000000003,TOTAL GROUNDNUT,2018,Botad,2018-06-02,2018-10-05,5.882352941176471,491.4,83,35.22896174863388,25.25792349726776,55.69945355191257,early,early,1.3681600000000003,7,2,3
Anand,0.4,0.8624680000000001,2156.17,TOTAL GROUNDNUT,2018,Anand,2018-06-03,2018-10-04,7.545454545454546,924.1,100,33.47322404371585,24.298360655737707,66.50819672131148,early,early,2.1561700000000004,2,2,3
Kheda,18.03,26.4645876,1467.8085191347752,TOTAL GROUNDNUT,2018,Kheda,2018-06-09,2018-09-24,11.0,891.1999999999999,95,33.61967213114754,24.270491803278688,66.18032786885246,on_time,early,1.4678085191347754,16,2,3
Panchmahal,4.61,9.640499900000002,2091.2147288503256,TOTAL GROUNDNUT,2018,Panchmahal,2018-06-02,2018-10-04,9.875,1128.4,104,32.09672131147541,23.68688524590164,69.3879781420765,early,early,2.0912147288503258,23,2,3
Mahisagar,10.48,17.696448399999998,1688.5924045801526,TOTAL GROUNDNUT,2018,Mahisagar,2018-06-01,2018-10-04,9.75,1198.6,105,32.30491803278688,23.50054644808744,70.4535519125683,early,early,1.6885924045801524,18,2,3
Dahod,13.52,23.6668688,1750.5080473372782,TOTAL GROUNDNUT,2018,Dahod,2018-06-02,2018-09-25,9.0,1092.2,102,30.68032786885246,22.26065573770492,70.72131147540983,early,early,1.750508047337278,9,2,3
Vadodara,0.26,0.5290838,2034.9376923076925,TOTAL GROUNDNUT,2018,Vadodara,2018-06-09,2018-10-03,9.22222222222222,981.0,100,33.01475409836066,24.14644808743169,68.09836065573771,on_time,early,2.0349376923076923,31,2,3
Chhota Udaipur,11.420000000000002,17.097965900000002,1497.1949124343255,TOTAL GROUNDNUT,2018,Chhota Udepur,2018-06-02,2018-10-04,9.25,1091.5,109,32.051366120218574,23.58087431693989,69.22404371584699,early,early,1.4971949124343258,8,2,3
Narmada,2.54,4.6335011,1824.2130314960632,TOTAL GROUNDNUT,2018,Narmada,2018-06-03,2018-10-03,8.88888888888889,767.4,103,32.57377049180328,24.256830601092897,69.02185792349727,early,early,1.824213031496063,21,2,3
Bharuch,2.93,4.8361193,1650.5526621160411,TOTAL GROUNDNUT,2018,Bharuch,2018-06-08,2018-10-04,11.285714285714286,713.6000000000001,104,33.17923497267759,25.014207650273224,67.36065573770492,early,early,1.650552662116041,5,2,3
Surat,8.43,12.376759500000002,1468.1802491103206,TOTAL GROUNDNUT,2018,Surat,2018-06-09,2018-10-17,9.875,884.0999999999999,104,32.12513661202186,24.8103825136612,71.62841530054645,on_time,on_time,1.4681802491103206,28,2,3
Dang,32.72,53.9825874,1649.8345782396088,TOTAL GROUNDNUT,2018,Dangs,2018-06-01,2018-11-05,7.444444444444445,1072.5,116,31.23060109289618,23.72295081967213,71.48087431693989,early,late,1.6498345782396089,10,2,3
Navsari,0.67,1.3579528,2026.795223880597,TOTAL GROUNDNUT,2018,Navsari,2018-06-03,2018-11-05,6.181818181818182,1015.4,115,31.90054644808744,24.711475409836066,71.5792349726776,early,late,2.026795223880597,22,2,3
Valsad,1.95,2.6679120000000003,1368.16,TOTAL GROUNDNUT,2018,Valsad,2018-06-03,2018-10-26,6.2727272727272725,1370.7,114,30.795081967213115,24.67814207650273,74.95081967213115,early,late,1.3681600000000003,32,2,3
Tapi,50.14,93.9801081,1874.353970881532,TOTAL GROUNDNUT,2018,Tapi,2018-06-03,2018-10-03,10.142857142857142,1014.9,112,32.18251366120219,24.08579234972677,69.92349726775956,early,early,1.8743539708815316,30,2,3
Banaskantha,27.6,45.579862942987546,1651.4443095285344,TOTAL TOBACCO,2018,Banaskantha,2018-06-01,2018-09-23,12.857142857142858,394.2,93,33.03551912568306,23.65245901639344,61.44808743169399,early,early,1.6514443095285343,4,2,5
Patan,15.05,25.585,1700.0,TOTAL TOBACCO,2018,Patan,2018-06-12,2018-09-23,10.3,451.2000000000001,80,33.398360655737704,23.85628415300547,63.885245901639344,on_time,early,1.7,24,2,5
Mehsana,127.7,217.1945203004564,1700.8184831672388,TOTAL TOBACCO,2018,Mehsana,2018-06-02,2018-09-24,7.75,551.7,90,33.11584699453552,23.75901639344262,65.53005464480874,early,early,1.7008184831672388,19,2,5
Sabarkantha,24.07,28.884,1200.0,TOTAL TOBACCO,2018,Sabarkantha,2018-06-01,2018-09-24,10.625,678.0000000000001,98,32.43551912568306,23.313661202185795,68.24590163934427,early,early,1.2,27,2,5
Aravalli,5.89,7.068,1200.0,TOTAL TOBACCO,2018,Arvalli,2018-06-02,2018-09-23,10.875,740.9,96,32.12786885245902,23.348633879781417,69.08196721311475,early,early,1.2,3,2,5
Gandhinagar,34.22,91.5385,2675.0,TOTAL TOBACCO,2018,Gandhinagar,2018-06-02,2018-09-23,9.444444444444445,752.6000000000001,98,33.07540983606558,23.827868852459016,66.8360655737705,early,early,2.6750000000000003,12,2,5
Ahmedabad,0.15,0.2773972072406597,1849.3147149377312,TOTAL TOBACCO,2018,Ahmedabad,2018-06-01,2018-09-23,9.555555555555555,750.0,97,33.54153005464481,24.21256830601093,65.53005464480874,early,early,1.8493147149377314,0,2,5
Amreli,0.2,0.3698629429875462,1849.3147149377312,TOTAL TOBACCO,2018,Amreli,2018-06-02,2018-09-25,7.727272727272727,483.7,98,34.49617486338798,24.519672131147544,59.56284153005465,early,early,1.849314714937731,1,2,5
Anand,733.4599999999999,1428.2082086645946,1947.2203101254256,TOTAL TOBACCO,2018,Anand,2018-06-03,2018-10-04,7.545454545454546,924.1,100,33.47322404371585,24.298360655737707,66.50819672131148,early,early,1.9472203101254257,2,2,5
Kheda,736.94,1253.033294370989,1700.3192856555336,TOTAL TOBACCO,2018,Kheda,2018-06-09,2018-09-24,11.0,891.1999999999999,95,33.61967213114754,24.270491803278688,66.18032786885246,on_time,early,1.7003192856555338,16,2,5
Panchmahal,1.05,1.9417804506846177,1849.3147149377312,TOTAL TOBACCO,2018,Panchmahal,2018-06-02,2018-10-04,9.875,1128.4,104,32.09672131147541,23.68688524590164,69.3879781420765,early,early,1.8493147149377311,23,2,5
Mahisagar,13.34,24.66985829726933,1849.3147149377312,TOTAL TOBACCO,2018,Mahisagar,2018-06-01,2018-10-04,9.75,1198.6,105,32.30491803278688,23.50054644808744,70.4535519125683,early,early,1.849314714937731,18,2,5
Vadodara,54.43,47.382167602712414,870.5156642056295,TOTAL TOBACCO,2018,Vadodara,2018-06-09,2018-10-03,9.22222222222222,981.0,100,33.01475409836066,24.14644808743169,68.09836065573771,on_time,early,0.8705156642056295,31,2,5
Sabarkantha,317.89,714.7057292000001,2248.28,CASTOR,2019,Sabarkantha,2019-06-12,2019-11-11,6.111111111111111,1104.6,128,32.36775956284153,24.47322404371585,73.96174863387978,on_time,late,2.2482800000000003,27,3,0
Aravalli,197.84,262.6286432,1327.48,CASTOR,2019,Arvalli,2019-06-12,2019-11-11,5.7,1292.7000000000005,126,32.070491803278685,24.46502732240437,74.46994535519126,on_time,late,1.32748,3,3,0
Gandhinagar,253.29,590.4012597,2330.93,CASTOR,2019,Gandhinagar,2019-06-12,2019-11-11,4.285714285714286,1087.4,123,32.732240437158474,24.848633879781428,73.78142076502732,on_time,late,2.33093,12,3,0
Ahmedabad,528.14,954.7873362,1807.83,CASTOR,2019,Ahmedabad,2019-06-12,2019-11-28,4.5,1236.4,129,32.88032786885246,25.06284153005464,73.72677595628416,on_time,late,1.80783,0,3,0
Surendranagar,697.25,1256.7164275,1802.39,CASTOR,2019,Surendranagar,2019-06-12,2019-11-14,4.0588235294117645,1326.4,114,33.43005464480875,24.97377049180328,70.79781420765028,on_time,late,1.80239,29,3,0
Morbi,203.96,414.1122256,2030.36,CASTOR,2019,Morbi,2019-06-12,2019-11-14,5.461538461538462,1105.9,112,32.83715846994536,24.92568306010929,72.60655737704919,on_time,late,2.03036,20,3,0
Rajkot,53.51,80.9092604,1512.04,CASTOR,2019,Rajkot,2019-06-12,2019-11-14,3.875,1504.0,121,32.85792349726776,24.3344262295082,72.29508196721312,on_time,late,1.5120399999999998,26,3,0
Jamnagar,41.79,122.9603886,2942.34,CASTOR,2019,Jamnagar,2019-06-12,2019-11-14,4.769230769230769,1100.9,121,32.0568306010929,25.11639344262296,75.1639344262295,on_time,late,2.94234,14,3,0
Devbhumi Dwarka,0.66,1.34706,2041.0,CASTOR,2019,Devbhoomi Dwarka,2019-06-01,2019-11-15,5.818181818181818,1163.3000000000002,119,29.85464480874317,26.31912568306012,79.40437158469945,early,late,2.041,11,3,0
Gir Somnath,1.05,2.041452,1944.24,CASTOR,2019,Gir Somnath,2019-06-12,2019-11-14,6.375,1136.4,132,29.724590163934423,25.47868852459016,82.51912568306011,on_time,late,1.94424,13,3,0
Amreli,6.56,8.491264,1294.4,CASTOR,2019,Amreli,2019-06-12,2019-11-14,3.294117647058824,998.6,127,32.65136612021858,24.36448087431694,73.34972677595628,on_time,late,1.2944,1,3,0
Bhavnagar,0.88,1.7109312,1944.24,CASTOR,2019,Bhavnagar,2019-06-12,2019-11-10,4.916666666666667,1205.7,124,32.08032786885246,25.66393442622951,74.75956284153006,on_time,late,1.9442400000000002,6,3,0
