district,area,production,yield,crop_type,season,districe,first_rain_date,last_rain_date,mean_dry_spell_length,total_rainfall,rainy_days,average_tmax,average_tmin,average_humidity,first_rain_category,last_rain_category,yield_calculated,district_encoded,season_encoded,crop_type_encoded
Junagadh,28.15,81.86306413173297,2908.1017453546347,TOTAL BAJRA,2020,Junagadh,2020-06-01,2020-10-22,8.833333333333334,1620.4,130,31.05683060109289,23.75737704918033,74.76502732240438,early,on_time,2.9081017453546347,15,4,1
Gir Somnath,101.24,251.35372503407825,2482.751136251267,TOTAL BAJRA,2020,Gir Somnath,2020-06-01,2020-10-22,5.8,1420.7999999999995,125,30.508196721311474,25.436612021857933,77.37704918032787,early,on_time,2.482751136251267,13,4,1
Amreli,57.9333,109.77490233407764,1894.849807176143,TOTAL BAJRA,2020,Amreli,2020-06-02,2020-10-22,6.333333333333333,1063.6,126,32.32677595628415,23.947540983606554,71.16939890710383,early,on_time,1.8948498071761428,1,4,1
Bhavnagar,233.29,494.3081473104265,2118.856990485775,TOTAL BAJRA,2020,Bhavnagar,2020-06-01,2020-10-22,8.285714285714286,944.5,125,32.21420765027323,25.2879781420765,71.18579234972678,early,on_time,2.1188569904857752,6,4,1
Botad,5.42,14.004415864819856,2583.840565464918,TOTAL BAJRA,2020,Botad,2020-06-02,2020-10-22,5.727272727272728,892.7,120,33.48524590163934,24.93114754098361,65.62841530054645,early,on_time,2.5838405654649184,7,4,1
Anand,361.16,918.0115904196722,2541.8418164239456,TOTAL BAJRA,2020,Anand,2020-06-02,2020-11-15,5.416666666666667,1115.2,118,32.665573770491804,24.572677595628416,71.80874316939891,early,late,2.5418418164239456,2,4,1
Kheda,296.78000000000003,674.190419759481,2271.684142325901,TOTAL BAJRA,2020,Kheda,2020-06-02,2020-11-26,4.846153846153846,1044.8,120,32.77049180327869,24.594535519125685,71.4535519125683,early,late,2.271684142325901,16,4,1
Panchmahal,26.2,44.48466754478709,1697.888074228515,TOTAL BAJRA,2020,Panchmahal,2020-06-01,2020-10-22,8.142857142857142,1081.8,126,32.122950819672134,24.161202185792348,72.48087431693989,early,on_time,1.6978880742285147,23,4,1
Mahisagar,56.34,109.03441503468186,1935.2931316059965,TOTAL BAJRA,2020,Mahisagar,2020-06-02,2020-11-26,5.166666666666667,828.5999999999999,121,32.59180327868852,24.14808743169399,71.16939890710383,early,late,1.9352931316059967,18,4,1
Dahod,0.4,1.1116320126993176,2779.080031748293,TOTAL BAJRA,2020,Dahod,2020-06-01,2020-11-18,5.5,903.9,128,30.89672131147541,22.81475409836066,73.74863387978142,early,late,2.7790800317482938,9,4,1
Vadodara,43.57,97.01424454166668,2226.6294363476404,TOTAL BAJRA,2020,Vadodara,2020-06-02,2020-11-25,6.3,1065.0,120,32.4344262295082,24.508743169398908,72.65573770491804,early,late,2.22662943634764,31,4,1
Chhota Udaipur,2.32,6.447465673656041,2779.080031748293,TOTAL BAJRA,2020,Chhota Udepur,2020-06-02,2020-11-15,7.714285714285714,1023.6,129,32.055191256830604,23.911475409836065,73.29508196721312,early,late,2.7790800317482938,8,4,1
Narmada,0.44,0.9115605353645736,2071.72848946494,TOTAL BAJRA,2020,Narmada,2020-06-03,2020-11-15,6.625,961.6999999999998,130,31.986885245901643,24.48633879781421,74.21311475409836,early,late,2.07172848946494,21,4,1
Bharuch,3.65,9.02319727290444,2472.1088418916274,TOTAL BAJRA,2020,Bharuch,2020-06-01,2020-11-26,8.666666666666666,1032.3,131,32.177595628415304,24.936612021857925,74.17486338797814,early,late,2.4721088418916275,5,4,1
Surat,0.16,0.444652805079727,2779.080031748293,TOTAL BAJRA,2020,Surat,2020-06-01,2020-11-25,6.857142857142857,1331.1,135,31.3672131147541,24.971038251366124,76.73224043715847,early,late,2.7790800317482938,28,4,1
Tapi,0.22,0.6113976069846245,2779.080031748293,TOTAL BAJRA,2020,Tapi,2020-06-01,2020-11-02,7.285714285714286,1267.3,132,31.496721311475408,24.209836065573768,76.95081967213115,early,late,2.7790800317482933,30,4,1
Mehsana,56.74,125.69685384931245,2215.3128982959547,TOTAL RICE,2020,Mehsana,2020-06-02,2020-10-22,4.5625,1065.2,110,33.42841530054645,24.539344262295074,66.5792349726776,early,on_time,2.215312898295954,19,4,4
Sabarkantha,78.99,233.4078037688948,2954.903200011328,TOTAL RICE,2020,Sabarkantha,2020-06-02,2020-10-22,5.384615384615385,1189.6,113,32.48196721311476,23.96120218579235,70.25136612021858,early,on_time,2.9549032000113282,27,4,4
Aravalli,12.07,21.0597458444199,1744.8008156105964,TOTAL RICE,2020,Arvalli,2020-06-02,2020-11-26,4.642857142857143,1067.4,118,32.3103825136612,24.040437158469945,70.51912568306011,early,late,1.7448008156105965,3,4,4
Gandhinagar,124.86,291.72247577777694,2336.3965703810422,TOTAL RICE,2020,Gandhinagar,2020-06-02,2020-10-22,8.5,1161.7,115,32.90163934426229,24.34863387978142,69.69945355191257,early,on_time,2.336396570381042,12,4,4
Surendranagar,28.78,60.72428986424036,2109.9475282918816,TOTAL RICE,2020,Surendranagar,2020-06-03,2020-10-21,5.384615384615385,1160.0,113,33.52677595628415,24.63825136612022,66.02732240437159,early,on_time,2.109947528291882,29,4,4
Rajkot,0.02,0.059980121572013,2999.006078600653,TOTAL RICE,2020,Rajkot,2020-06-03,2020-10-21,6.5,997.7,118,32.37377049180328,23.819125683060108,70.60655737704919,early,on_time,2.9990060786006496,26,4,4
Jamnagar,0.7,2.099304255020457,2999.006078600653,TOTAL RICE,2020,Jamnagar,2020-06-01,2020-10-21,6.3,1201.8,120,32.10109289617486,24.614754098360656,73.56830601092896,early,on_time,2.9990060786006527,14,4,4
Gir Somnath,0.06,0.1046880489366357,1744.8008156105966,TOTAL RICE,2020,Gir Somnath,2020-06-01,2020-10-22,5.8,1420.7999999999995,125,30.508196721311474,25.436612021857933,77.37704918032787,early,on_time,1.7448008156105952,13,4,4
Panchmahal,474.36,707.0678863761102,1490.5723213932672,TOTAL RICE,2020,Panchmahal,2020-06-01,2020-10-22,8.142857142857142,1081.8,126,32.122950819672134,24.161202185792348,72.48087431693989,early,on_time,1.4905723213932671,23,4,4
Mahisagar,322.16,394.62487894042897,1224.9344392240778,TOTAL RICE,2020,Mahisagar,2020-06-02,2020-11-26,5.166666666666667,828.5999999999999,121,32.59180327868852,24.14808743169399,71.16939890710383,early,late,1.224934439224078,18,4,4
Dahod,416.58,559.5644446666666,1343.234059884456,TOTAL RICE,2020,Dahod,2020-06-01,2020-11-18,5.5,903.9,128,30.89672131147541,22.81475409836066,73.74863387978142,early,late,1.3432340598844559,9,4,4
Vadodara,346.73,718.2709293684337,2071.5569156647352,TOTAL RICE,2020,Vadodara,2020-06-02,2020-11-25,6.3,1065.0,120,32.4344262295082,24.508743169398908,72.65573770491804,early,late,2.0715569156647353,31,4,4
Chhota Udaipur,194.49,305.2783830701378,1569.6353697883585,TOTAL RICE,2020,Chhota Udepur,2020-06-02,2020-11-15,7.714285714285714,1023.6,129,32.055191256830604,23.911475409836065,73.29508196721312,early,late,1.5696353697883583,8,4,4
Narmada,110.13,111.7940165067662,1015.1095660289312,TOTAL RICE,2020,Narmada,2020-06-03,2020-11-15,6.625,961.6999999999998,130,31.986885245901643,24.48633879781421,74.21311475409836,early,late,1.0151095660289313,21,4,4
Bharuch,109.48,211.91622511999995,1935.6615374497624,TOTAL RICE,2020,Bharuch,2020-06-01,2020-11-26,8.666666666666666,1032.3,131,32.177595628415304,24.936612021857925,74.17486338797814,early,late,1.9356615374497619,5,4,4
Surat,483.59,1157.613991010074,2393.792243450183,TOTAL RICE,2020,Surat,2020-06-01,2020-11-25,6.857142857142857,1331.1,135,31.3672131147541,24.971038251366124,76.73224043715847,early,late,2.393792243450183,28,4,4
Dang,268.17,518.7122577000288,1934.2665387628324,TOTAL RICE,2020,Dangs,2020-06-01,2020-11-18,5.625,1331.4,138,30.903278688524587,23.87704918032787,77.89617486338798,early,late,1.9342665387628324,10,4,4
Navsari,557.13,1516.2288871970677,2721.499268029127,TOTAL RICE,2020,Navsari,2020-06-01,2020-11-02,7.333333333333333,1409.1999999999998,139,31.29726775956285,24.7896174863388,77.04918032786885,early,late,2.7214992680291274,22,4,4
Valsad,720.09,1789.563913128949,2485.194785553124,TOTAL RICE,2020,Valsad,2020-06-01,2020-11-02,8.8,1500.8000000000002,139,30.418579234972675,24.794535519125684,79.78142076502732,early,late,2.485194785553124,32,4,4
Tapi,642.0600000000001,1941.368303604166,3023.655582973812,TOTAL RICE,2020,Tapi,2020-06-01,2020-11-02,7.285714285714286,1267.3,132,31.496721311475408,24.209836065573768,76.95081967213115,early,late,3.023655582973812,30,4,4
Kutch,594.75,685.2437681442409,1152.1542970058697,TOTAL GROUNDNUT,2020,Kachchh,2020-06-04,2020-10-20,6.066666666666666,761.0000000000001,92,32.01693989071038,23.812568306010927,71.85245901639344,early,on_time,1.1521542970058696,17,4,3
Patan,18.74,35.86550093919232,1913.8474353891315,TOTAL GROUNDNUT,2020,Patan,2020-06-03,2020-10-21,4.5,1280.6,102,33.63934426229508,24.62677595628416,66.10382513661202,early,on_time,1.9138474353891315,24,4,3
Mehsana,260.61,821.6856368739136,3152.932108798256,TOTAL GROUNDNUT,2020,Mehsana,2020-06-02,2020-10-22,4.5625,1065.2,110,33.42841530054645,24.539344262295074,66.5792349726776,early,on_time,3.1529321087982565,19,4,3
Sabarkantha,781.56,1884.6277774087905,2411.3667247668645,TOTAL GROUNDNUT,2020,Sabarkantha,2020-06-02,2020-10-22,5.384615384615385,1189.6,113,32.48196721311476,23.96120218579235,70.25136612021858,early,on_time,2.4113667247668644,27,4,3
Aravalli,767.9799999999999,1526.842327160491,1988.1277209829573,TOTAL GROUNDNUT,2020,Arvalli,2020-06-02,2020-11-26,4.642857142857143,1067.4,118,32.3103825136612,24.040437158469945,70.51912568306011,early,late,1.9881277209829569,3,4,3
Gandhinagar,134.20999999999998,337.7627361938079,2516.673393888741,TOTAL GROUNDNUT,2020,Gandhinagar,2020-06-02,2020-10-22,8.5,1161.7,115,32.90163934426229,24.34863387978142,69.69945355191257,early,on_time,2.516673393888741,12,4,3
Ahmedabad,1.82,3.4566222648002976,1899.2430026375264,TOTAL GROUNDNUT,2020,Ahmedabad,2020-06-02,2020-10-22,5.583333333333333,1004.4,116,33.046994535519126,24.60710382513661,69.49726775956285,early,on_time,1.899243002637526,0,4,3
Surendranagar,596.0,1407.1027309536098,2360.9106224053858,TOTAL GROUNDNUT,2020,Surendranagar,2020-06-03,2020-10-21,5.384615384615385,1160.0,113,33.52677595628415,24.63825136612022,66.02732240437159,early,on_time,2.3609106224053855,29,4,3
Botad,194.42,422.3362802468762,2172.288243220225,TOTAL GROUNDNUT,2020,Botad,2020-06-02,2020-10-22,5.727272727272728,892.7,120,33.48524590163934,24.93114754098361,65.62841530054645,early,on_time,2.1722882432202253,7,4,3
Anand,0.1,0.2347910330121254,2347.910330121254,TOTAL GROUNDNUT,2020,Anand,2020-06-02,2020-11-15,5.416666666666667,1115.2,118,32.665573770491804,24.572677595628416,71.80874316939891,early,late,2.3479103301212536,2,4,3
Kheda,101.54,225.20576608686417,2217.9019705225937,TOTAL GROUNDNUT,2020,Kheda,2020-06-02,2020-11-26,4.846153846153846,1044.8,120,32.77049180327869,24.594535519125685,71.4535519125683,early,late,2.2179019705225937,16,4,3
Panchmahal,8.29,18.100227961154665,2183.380936206835,TOTAL GROUNDNUT,2020,Panchmahal,2020-06-01,2020-10-22,8.142857142857142,1081.8,126,32.122950819672134,24.161202185792348,72.48087431693989,early,on_time,2.1833809362068357,23,4,3
Mahisagar,39.04,73.73094753370003,1888.600090514857,TOTAL GROUNDNUT,2020,Mahisagar,2020-06-02,2020-11-26,5.166666666666667,828.5999999999999,121,32.59180327868852,24.14808743169399,71.16939890710383,early,late,1.8886000905148574,18,4,3
Dahod,11.09,20.01424884796156,1804.711347877507,TOTAL GROUNDNUT,2020,Dahod,2020-06-01,2020-11-18,5.5,903.9,128,30.89672131147541,22.81475409836066,73.74863387978142,early,late,1.8047113478775079,9,4,3
Vadodara,0.81,1.619146951083467,1998.9468531894647,TOTAL GROUNDNUT,2020,Vadodara,2020-06-02,2020-11-25,6.3,1065.0,120,32.4344262295082,24.508743169398908,72.65573770491804,early,late,1.9989468531894654,31,4,3
Chhota Udaipur,4.81,10.41854739928996,2166.0181703305534,TOTAL GROUNDNUT,2020,Chhota Udepur,2020-06-02,2020-11-15,7.714285714285714,1023.6,129,32.055191256830604,23.911475409836065,73.29508196721312,early,late,2.166018170330553,8,4,3
Narmada,1.48,2.810879643903539,1899.2430026375264,TOTAL GROUNDNUT,2020,Narmada,2020-06-03,2020-11-15,6.625,961.6999999999998,130,31.986885245901643,24.48633879781421,74.21311475409836,early,late,1.8992430026375262,21,4,3
Bharuch,2.64,5.449208834622285,2064.094255538744,TOTAL GROUNDNUT,2020,Bharuch,2020-06-01,2020-11-26,8.666666666666666,1032.3,131,32.177595628415304,24.936612021857925,74.17486338797814,early,late,2.0640942555387443,5,4,3
Surat,10.9,21.65292346301453,1986.5067397261048,TOTAL GROUNDNUT,2020,Surat,2020-06-01,2020-11-25,6.857142857142857,1331.1,135,31.3672131147541,24.971038251366124,76.73224043715847,early,late,1.9865067397261038,28,4,3
Dang,48.46,79.13574477246524,1633.011654404978,TOTAL GROUNDNUT,2020,Dangs,2020-06-01,2020-11-18,5.625,1331.4,138,30.903278688524587,23.87704918032787,77.89617486338798,early,late,1.6330116544049782,10,4,3
Navsari,0.52,1.2074533518385404,2322.0256766125776,TOTAL GROUNDNUT,2020,Navsari,2020-06-01,2020-11-02,7.333333333333333,1409.1999999999998,139,31.29726775956285,24.7896174863388,77.04918032786885,early,late,2.3220256766125775,22,4,3
Valsad,0.06,0.1229279267079261,2048.798778465436,TOTAL GROUNDNUT,2020,Valsad,2020-06-01,2020-11-02,8.8,1500.8000000000002,139,30.418579234972675,24.794535519125684,79.78142076502732,early,late,2.048798778465435,32,4,3
Tapi,52.42,98.0546576202062,1870.55813850069,TOTAL GROUNDNUT,2020,Tapi,2020-06-01,2020-11-02,7.285714285714286,1267.3,132,31.496721311475408,24.209836065573768,76.95081967213115,early,late,1.8705581385006904,30,4,3
Banaskantha,50.9,153.23211042600897,3010.45403587444,TOTAL TOBACCO,2020,Banaskantha,2020-06-02,2020-10-21,6.25,909.1,108,32.87103825136612,24.066666666666663,66.31147540983606,early,on_time,3.0104540358744396,4,4,5
Patan,40.09,101.14500618565056,2522.9485204702064,TOTAL TOBACCO,2020,Patan,2020-06-03,2020-10-21,4.5,1280.6,102,33.63934426229508,24.62677595628416,66.10382513661202,early,on_time,2.5229485204702056,24,4,5
Mehsana,179.18,608.5277302514296,3396.181104204876,TOTAL TOBACCO,2020,Mehsana,2020-06-02,2020-10-22,4.5625,1065.2,110,33.42841530054645,24.539344262295074,66.5792349726776,early,on_time,3.3961811042048753,19,4,5
Sabarkantha,27.7,62.57594808285588,2259.059497576025,TOTAL TOBACCO,2020,Sabarkantha,2020-06-02,2020-10-22,5.384615384615385,1189.6,113,32.48196721311476,23.96120218579235,70.25136612021858,early,on_time,2.2590594975760245,27,4,5
Aravalli,17.69,29.73689,1681.0,TOTAL TOBACCO,2020,Arvalli,2020-06-02,2020-11-26,4.642857142857143,1067.4,118,32.3103825136612,24.040437158469945,70.51912568306011,early,late,1.6809999999999998,3,4,5
Gandhinagar,49.08,113.296272,2308.4,TOTAL TOBACCO,2020,Gandhinagar,2020-06-02,2020-10-22,8.5,1161.7,115,32.90163934426229,24.34863387978142,69.69945355191257,early,on_time,2.3084000000000002,12,4,5
Ahmedabad,2.25,5.452837174872319,2423.483188832142,TOTAL TOBACCO,2020,Ahmedabad,2020-06-02,2020-10-22,5.583333333333333,1004.4,116,33.046994535519126,24.60710382513661,69.49726775956285,early,on_time,2.423483188832142,0,4,5
Anand,629.71,1341.4873692466813,2130.325656646204,TOTAL TOBACCO,2020,Anand,2020-06-02,2020-11-15,5.416666666666667,1115.2,118,32.665573770491804,24.572677595628416,71.80874316939891,early,late,2.130325656646204,2,4,5
Kheda,603.1500000000001,1352.643242563658,2242.631588433488,TOTAL TOBACCO,2020,Kheda,2020-06-02,2020-11-26,4.846153846153846,1044.8,120,32.77049180327869,24.594535519125685,71.4535519125683,early,late,2.2426315884334875,16,4,5
Panchmahal,12.28,29.16948797371972,2375.365470172616,TOTAL TOBACCO,2020,Panchmahal,2020-06-01,2020-10-22,8.142857142857142,1081.8,126,32.122950819672134,24.161202185792348,72.48087431693989,early,on_time,2.3753654701726155,23,4,5
Mahisagar,14.04,29.29861929009144,2086.796245733008,TOTAL TOBACCO,2020,Mahisagar,2020-06-02,2020-11-26,5.166666666666667,828.5999999999999,121,32.59180327868852,24.14808743169399,71.16939890710383,early,late,2.0867962457330087,18,4,5
Vadodara,78.41,135.32324013332337,1725.8416035368366,TOTAL TOBACCO,2020,Vadodara,2020-06-02,2020-11-25,6.3,1065.0,120,32.4344262295082,24.508743169398908,72.65573770491804,early,late,1.7258416035368367,31,4,5
Banaskantha,788.62,2171.6191100000005,2753.69520174482,CASTOR,2021,Banaskantha,2021-06-06,2021-11-20,4.647058823529412,1078.2,104,32.30601092896175,23.777595628415305,67.56284153005464,early,late,2.753695201744821,4,5,0
Mehsana,828.58,2049.84741,2473.928178329189,CASTOR,2021,Mehsana,2021-06-06,2021-11-19,4.875,710.6999999999999,105,32.561202185792354,24.12295081967213,69.6775956284153,early,late,2.4739281783291895,19,5,0
Sabarkantha,213.0,443.0381718462627,2079.991417118604,CASTOR,2021,Sabarkantha,2021-06-05,2021-11-18,4.4,821.6,117,31.896174863387976,23.81475409836066,71.18579234972678,early,late,2.0799914171186042,27,5,0
Aravalli,136.52,249.59458000000004,1828.263844125403,CASTOR,2021,Arvalli,2021-06-05,2021-11-19,4.857142857142857,895.3,115,31.59453551912568,23.88087431693989,71.79234972677595,early,late,1.828263844125403,3,5,0
Gandhinagar,165.75,385.062862,2323.1545218702868,CASTOR,2021,Gandhinagar,2021-06-06,2021-11-19,4.470588235294118,937.6,107,32.58852459016393,24.34426229508197,69.43715846994536,early,late,2.3231545218702867,12,5,0
Ahmedabad,508.75,1001.37605,1968.306732186732,CASTOR,2021,Ahmedabad,2021-06-06,2021-11-18,4.1875,941.6,116,32.86393442622951,24.65573770491803,68.78688524590164,early,late,1.968306732186732,0,5,0
Surendranagar,750.13,1439.076708757137,1918.4364160307373,CASTOR,2021,Surendranagar,2021-06-07,2021-11-18,4.2,871.5,99,33.19945355191256,24.468306010928966,66.92349726775956,early,late,1.9184364160307374,29,5,0
Morbi,84.7,277.8386353448276,3280.2672413793107,CASTOR,2021,Morbi,2021-06-07,2021-11-19,5.214285714285714,971.8,110,32.68087431693989,24.342076502732244,70.19672131147541,early,late,3.28026724137931,20,5,0
Rajkot,50.35,143.44381607112618,2848.933784928028,CASTOR,2021,Rajkot,2021-06-06,2021-11-19,4.375,861.6,113,32.66775956284153,23.956830601092896,68.77049180327869,early,late,2.848933784928027,26,5,0
Jamnagar,38.37,113.22632300581392,2950.9075581395346,CASTOR,2021,Jamnagar,2021-06-05,2021-11-19,4.0625,1061.5,118,31.913114754098363,24.51366120218579,72.65027322404372,early,late,2.9509075581395345,14,5,0
Junagadh,6.32,13.622265612687608,2155.421774159432,CASTOR,2021,Junagadh,2021-06-04,2021-11-22,6.375,1117.3000000000002,132,30.921857923497267,23.64972677595628,74.64480874316939,early,late,2.1554217741594317,15,5,0
Gir Somnath,0.75,1.616566330619574,2155.421774159432,CASTOR,2021,Gir Somnath,2021-06-04,2021-11-30,7.666666666666667,1029.0,137,29.962841530054643,25.3016393442623,78.1584699453552,early,late,2.155421774159432,13,5,0
Amreli,6.36,13.708482483653986,2155.421774159432,CASTOR,2021,Amreli,2021-06-05,2021-11-30,3.941176470588236,940.3,116,32.411475409836065,23.93497267759563,69.80327868852459,early,late,2.1554217741594317,1,5,0
Bhavnagar,0.04,0.0862168709663772,2155.421774159432,CASTOR,2021,Bhavnagar,2021-06-04,2021-11-30,3.882352941176471,1003.5,117,32.3448087431694,25.176502732240444,69.99453551912568,early,late,2.15542177415943,6,5,0
Botad,1.03,2.220084427384214,2155.421774159432,CASTOR,2021,Botad,2021-06-06,2021-11-22,3.571428571428572,735.6,108,33.64590163934426,24.859016393442623,64.18579234972678,early,late,2.1554217741594313,7,5,0
Anand,3.4,7.328434032142066,2155.421774159432,CASTOR,2021,Anand,2021-06-04,2021-11-30,5.090909090909091,1059.9,127,32.3464480874317,24.51748633879782,71.17486338797814,early,late,2.1554217741594313,2,5,0
Kheda,127.72,305.1990499294941,2389.5948162346863,CASTOR,2021,Kheda,2021-06-04,2021-11-30,4.142857142857143,913.7,125,32.75300546448087,24.72021857923497,69.78142076502732,early,late,2.389594816234686,16,5,0
Panchmahal,53.45,90.6679024286012,1696.3124869710236,CASTOR,2021,Panchmahal,2021-06-05,2021-11-22,5.444444444444445,1050.8000000000002,134,31.504918032786883,23.88907103825136,73.59562841530055,early,late,1.696312486971023,23,5,0
Mahisagar,36.59,65.16721787962169,1781.0116938950991,CASTOR,2021,Mahisagar,2021-06-05,2021-11-19,5.181818181818182,1082.4,126,31.53879781420765,23.78196721311475,74.44262295081967,early,late,1.7810116938950993,18,5,0
Vadodara,372.74,761.6044720000001,2043.2593013897088,CASTOR,2021,Vadodara,2021-06-05,2021-11-30,3.6875,961.0,124,32.20273224043716,24.384153005464483,72.42622950819673,early,late,2.0432593013897087,31,5,0
Chhota Udaipur,10.68,23.01990454802273,2155.421774159432,CASTOR,2021,Chhota Udepur,2021-06-04,2021-11-22,4.9,1066.9,134,31.54371584699453,23.75027322404372,73.92896174863388,early,late,2.1554217741594317,8,5,0
Narmada,5.76,12.415229419158326,2155.421774159432,CASTOR,2021,Narmada,2021-06-02,2021-11-21,4.7,895.4,136,31.74153005464481,24.161202185792348,74.78688524590164,early,late,2.1554217741594317,21,5,0
Bharuch,23.83,37.908764,1590.8,CASTOR,2021,Bharuch,2021-06-02,2021-11-22,6.125,1042.3,134,31.90983606557377,24.7688524590164,74.60109289617486,early,late,1.5908,5,5,0
Surat,0.82,1.767445854810734,2155.421774159432,CASTOR,2021,Surat,2021-06-04,2021-11-30,6.285714285714286,1347.1999999999998,139,30.864480874316936,24.80928961748634,77.27868852459017,early,late,2.1554217741594317,28,5,0
Tapi,0.76,1.638120548361168,2155.421774159432,CASTOR,2021,Tapi,2021-06-02,2021-11-22,7.5,1532.0,138,30.88469945355192,23.978688524590165,77.75409836065573,early,late,2.1554217741594317,30,5,0
Kutch,546.26,2068.086640357448,643.6032820648887,TOTAL COTTON (LINT),2021,Kachchh,2021-06-11,2021-11-20,5.866666666666666,563.6,95,31.884153005464487,23.803825136612023,70.31147540983606,on_time,late,3.785901659205228,17,5,2
Banaskantha,399.1,1410.0424515349157,600.6194356325122,TOTAL COTTON (LINT),2021,Banaskantha,2021-06-06,2021-11-20,4.647058823529412,1078.2,104,32.30601092896175,23.777595628415305,67.56284153005464,early,late,3.5330555037206604,4,5,2
Patan,461.93,1353.7736837302723,498.2173191482396,TOTAL COTTON (LINT),2021,Patan,2021-06-06,2021-11-20,4.882352941176471,635.0,100,33.03770491803279,24.243715846994533,68.09836065573771,early,late,2.9306901126367033,24,5,2
Mehsana,322.46,1208.2120094117647,636.9659542268809,TOTAL COTTON (LINT),2021,Mehsana,2021-06-06,2021-11-19,4.875,710.6999999999999,105,32.561202185792354,24.12295081967213,69.6775956284153,early,late,3.74685855427577,19,5,2
Sabarkantha,423.29,1374.9318972613362,552.1945298363465,TOTAL COTTON (LINT),2021,Sabarkantha,2021-06-05,2021-11-18,4.4,821.6,117,31.896174863387976,23.81475409836066,71.18579234972678,early,late,3.2482031166843917,27,5,2
Aravalli,137.67,437.6675011764705,540.4479930268031,TOTAL COTTON (LINT),2021,Arvalli,2021-06-05,2021-11-19,4.857142857142857,895.3,115,31.59453551912568,23.88087431693989,71.79234972677595,early,late,3.1791058413341364,3,5,2
Gandhinagar,203.81,771.7889435294117,643.7570305676855,TOTAL COTTON (LINT),2021,Gandhinagar,2021-06-06,2021-11-19,4.470588235294118,937.6,107,32.58852459016393,24.34426229508197,69.43715846994536,early,late,3.7868060621628556,12,5,2
Devbhumi Dwarka,42.2,131.39522682352947,529.3172644549765,TOTAL COTTON (LINT),2021,Devbhoomi Dwarka,2021-06-04,2021-11-19,5.545454545454546,1055.2,122,29.825136612021858,25.924043715846995,77.0327868852459,early,late,3.113630967382215,11,5,2
Porbandar,41.2,62.893257539832376,259.51101412066754,TOTAL COTTON (LINT),2021,Porbandar,2021-06-01,2021-11-22,5.666666666666667,1090.0,132,30.216393442622948,25.60327868852459,74.67213114754098,early,late,1.5265353771803973,25,5,2
Junagadh,347.5,871.4159610004094,426.30421113689096,TOTAL COTTON (LINT),2021,Junagadh,2021-06-04,2021-11-22,6.375,1117.3000000000002,132,30.921857923497267,23.64972677595628,74.64480874316939,early,late,2.5076718302170056,15,5,2
Gir Somnath,111.33,642.4204374734392,980.970756943184,TOTAL COTTON (LINT),2021,Gir Somnath,2021-06-04,2021-11-30,7.666666666666667,1029.0,137,29.962841530054643,25.3016393442623,78.1584699453552,early,late,5.770416217312846,13,5,2
Anand,14.21,42.12294496594428,503.93389473684215,TOTAL COTTON (LINT),2021,Anand,2021-06-04,2021-11-30,5.090909090909091,1059.9,127,32.3464480874317,24.51748633879782,71.17486338797814,early,late,2.9643170278637774,2,5,2
Kheda,136.28,432.5167528020922,539.5351333750783,TOTAL COTTON (LINT),2021,Kheda,2021-06-04,2021-11-30,4.142857142857143,913.7,125,32.75300546448087,24.72021857923497,69.78142076502732,early,late,3.173736078676931,16,5,2
Panchmahal,126.4,506.3873021342104,681.0588715412639,TOTAL COTTON (LINT),2021,Panchmahal,2021-06-05,2021-11-22,5.444444444444445,1050.8000000000002,134,31.504918032786883,23.88907103825136,73.59562841530055,early,late,4.006228656125082,23,5,2
Mahisagar,72.81,293.1526455329444,684.4657291663308,TOTAL COTTON (LINT),2021,Mahisagar,2021-06-05,2021-11-19,5.181818181818182,1082.4,126,31.53879781420765,23.78196721311475,74.44262295081967,early,late,4.026268995096063,18,5,2
Dahod,3.23,7.396702461828627,389.3001295699277,TOTAL COTTON (LINT),2021,Dahod,2021-06-04,2021-11-19,4.909090909090909,1235.7,129,30.166666666666668,22.42021857923497,76.02185792349727,early,late,2.2900007621760454,9,5,2
Narmada,534.9200000000001,1815.26832,576.9004980183952,TOTAL COTTON (LINT),2021,Narmada,2021-06-02,2021-11-21,4.7,895.4,136,31.74153005464481,24.161202185792348,74.78688524590164,early,late,3.3935323412846774,21,5,2
Bharuch,796.41,2274.353970352941,485.4788048367047,TOTAL COTTON (LINT),2021,Bharuch,2021-06-02,2021-11-22,6.125,1042.3,134,31.90983606557377,24.7688524590164,74.60109289617486,early,late,2.8557576755100276,5,5,2
Surat,44.6,174.64067773193617,665.6707447181423,TOTAL COTTON (LINT),2021,Surat,2021-06-04,2021-11-30,6.285714285714286,1347.1999999999998,139,30.864480874316936,24.80928961748634,77.27868852459017,early,late,3.915710263047896,28,5,2
Tapi,108.55,438.1531472798657,686.1910183102457,TOTAL COTTON (LINT),2021,Tapi,2021-06-02,2021-11-22,7.5,1532.0,138,30.88469945355192,23.978688524590165,77.75409836065573,early,late,4.036417754766151,30,5,2
Kutch,225.84,233.3697405212916,1033.3410402111745,TOTAL BAJRA,2021,Kachchh,2021-06-11,2021-11-20,5.866666666666666,563.6,95,31.884153005464487,23.803825136612023,70.31147540983606,on_time,late,1.0333410402111742,17,5,1
Patan,84.16,180.6933177223229,2147.0213607690466,TOTAL BAJRA,2021,Patan,2021-06-06,2021-11-20,4.882352941176471,635.0,100,33.03770491803279,24.243715846994533,68.09836065573771,early,late,2.147021360769046,24,5,1
