district,Area,Production,Yield,Crop Type,season,districe,first_rain_date,last_rain_date,mean_dry_spell_length,total_rainfall,rainy_days,average_tmax,average_tmin,average_humidity,first_rain_category,last_rain_category
Devbhumi Dwarka,48.47,176.36812094117647,618.580164225294,TOTAL COTTON (LINT),2020,Devbhoomi Dwarka,2020-06-04,2020-10-25,6.416666666666667,1345.7999999999995,106,30.327322404371586,26.382513661202186,76.07650273224044,early,on_time
Porbandar,43.15,116.29909835294116,458.1888,TOTAL COTTON (LINT),2020,Porbandar,2020-06-01,2020-10-21,5.583333333333333,1586.6999999999998,116,30.68196721311476,25.68524590163934,74.27868852459017,early,on_time
Junagadh,343.2,811.2856032266143,401.8605843488474,TOTAL COTTON (LINT),2020,Junagadh,2020-06-01,2020-10-22,8.833333333333334,1620.4,130,31.05683060109289,23.75737704918033,74.76502732240438,early,on_time
Gir Somnath,125.1,314.125056359051,426.86858178288304,TOTAL COTTON (LINT),2020,Gir Somnath,2020-06-01,2020-10-22,5.8,1420.7999999999995,125,30.508196721311474,25.436612021857933,77.37704918032787,early,on_time
Amreli,3313.3500000000004,8114.58271482353,416.3396748064648,TOTAL COTTON (LINT),2020,Amreli,2020-06-02,2020-10-22,6.333333333333333,1063.6,126,32.32677595628415,23.947540983606554,71.16939890710383,early,on_time
Bhavnagar,2243.01,7329.202696348426,555.487696612691,TOTAL COTTON (LINT),2020,Bhavnagar,2020-06-01,2020-10-22,8.285714285714286,944.5,125,32.21420765027323,25.2879781420765,71.18579234972678,early,on_time
Botad,1417.71,5870.149094117646,703.8994900226421,TOTAL COTTON (LINT),2020,Botad,2020-06-02,2020-10-22,5.727272727272728,892.7,120,33.48524590163934,24.93114754098361,65.62841530054645,early,on_time
Anand,21.83,67.82502935818287,528.1839207920792,TOTAL COTTON (LINT),2020,Anand,2020-06-02,2020-11-15,5.416666666666667,1115.2,118,32.665573770491804,24.572677595628416,71.80874316939891,early,late
Kheda,163.45,524.2692711942952,545.2785322914053,TOTAL COTTON (LINT),2020,Kheda,2020-06-02,2020-11-26,4.846153846153846,1044.8,120,32.77049180327869,24.594535519125685,71.4535519125683,early,late
Panchmahal,139.66,500.4751214117647,609.1992742374338,TOTAL COTTON (LINT),2020,Panchmahal,2020-06-01,2020-10-22,8.142857142857142,1081.8,126,32.122950819672134,24.161202185792348,72.48087431693989,early,on_time
Mahisagar,51.900000000000006,171.33414797108102,561.210118595063,TOTAL COTTON (LINT),2020,Mahisagar,2020-06-02,2020-11-26,5.166666666666667,828.5999999999999,121,32.59180327868852,24.14808743169399,71.16939890710383,early,late
Dahod,2.25,8.063633350395762,609.2522975854575,TOTAL COTTON (LINT),2020,Dahod,2020-06-01,2020-11-18,5.5,903.9,128,30.89672131147541,22.81475409836066,73.74863387978142,early,late
Vadodara,792.77,3907.6075228235286,837.9394766199526,TOTAL COTTON (LINT),2020,Vadodara,2020-06-02,2020-11-25,6.3,1065.0,120,32.4344262295082,24.508743169398908,72.65573770491804,early,late
Chhota Udaipur,906.97,3543.48880517647,664.1819430411149,TOTAL COTTON (LINT),2020,Chhota Udepur,2020-06-02,2020-11-15,7.714285714285714,1023.6,129,32.055191256830604,23.911475409836065,73.29508196721312,early,late
Narmada,487.8,1629.848054117647,568.0077269372695,TOTAL COTTON (LINT),2020,Narmada,2020-06-03,2020-11-15,6.625,961.6999999999998,130,31.986885245901643,24.48633879781421,74.21311475409836,early,late
Bharuch,932.77,2596.3085350588235,473.1846553384007,TOTAL COTTON (LINT),2020,Bharuch,2020-06-01,2020-11-26,8.666666666666666,1032.3,131,32.177595628415304,24.936612021857925,74.17486338797814,early,late
Surat,45.900000000000006,134.57018735119806,498.4081013007335,TOTAL COTTON (LINT),2020,Surat,2020-06-01,2020-11-25,6.857142857142857,1331.1,135,31.3672131147541,24.971038251366124,76.73224043715847,early,late
Dang,0.0,0.0,0.0,TOTAL COTTON (LINT),2020,Dangs,2020-06-01,2020-11-18,5.625,1331.4,138,30.903278688524587,23.87704918032787,77.89617486338798,early,late
Navsari,0.0,0.0,0.0,TOTAL COTTON (LINT),2020,Navsari,2020-06-01,2020-11-02,7.333333333333333,1409.1999999999998,139,31.29726775956285,24.7896174863388,77.04918032786885,early,late
Valsad,0.0,0.0,0.0,TOTAL COTTON (LINT),2020,Valsad,2020-06-01,2020-11-02,8.8,1500.8000000000002,139,30.418579234972675,24.794535519125684,79.78142076502732,early,late
Tapi,91.77,298.5760523359165,553.0993668639621,TOTAL COTTON (LINT),2020,Tapi,2020-06-01,2020-11-02,7.285714285714286,1267.3,132,31.496721311475408,24.209836065573768,76.95081967213115,early,late
Kutch,251.08,159.51042790734078,635.2972276061047,TOTAL BAJRA,2020,Kachchh,2020-06-04,2020-10-20,6.066666666666666,761.0000000000001,92,32.01693989071038,23.812568306010927,71.85245901639344,early,on_time
Banaskantha,2644.44,6417.5210981148775,2426.797771216166,TOTAL BAJRA,2020,Banaskantha,2020-06-02,2020-10-21,6.25,909.1,108,32.87103825136612,24.066666666666663,66.31147540983606,early,on_time
Patan,81.91,156.09605024587896,1905.7019929908308,TOTAL BAJRA,2020,Patan,2020-06-03,2020-10-21,4.5,1280.6,102,33.63934426229508,24.62677595628416,66.10382513661202,early,on_time
Mehsana,138.32,314.45198948875014,2273.366031584371,TOTAL BAJRA,2020,Mehsana,2020-06-02,2020-10-22,4.5625,1065.2,110,33.42841530054645,24.539344262295074,66.5792349726776,early,on_time
Sabarkantha,31.76,88.19743817956405,2776.9974237898005,TOTAL BAJRA,2020,Sabarkantha,2020-06-02,2020-10-22,5.384615384615385,1189.6,113,32.48196721311476,23.96120218579235,70.25136612021858,early,on_time
Aravalli,46.330000000000005,149.77447700000002,3232.7752428232247,TOTAL BAJRA,2020,Arvalli,2020-06-02,2020-11-26,4.642857142857143,1067.4,118,32.3103825136612,24.040437158469945,70.51912568306011,early,late
Gandhinagar,76.05,199.890612,2628.410414201183,TOTAL BAJRA,2020,Gandhinagar,2020-06-02,2020-10-22,8.5,1161.7,115,32.90163934426229,24.34863387978142,69.69945355191257,early,on_time
Ahmedabad,12.1,30.742555496835443,2540.707065854169,TOTAL BAJRA,2020,Ahmedabad,2020-06-02,2020-10-22,5.583333333333333,1004.4,116,33.046994535519126,24.60710382513661,69.49726775956285,early,on_time
Surendranagar,56.14,92.1113140087617,1640.7430354250391,TOTAL BAJRA,2020,Surendranagar,2020-06-03,2020-10-21,5.384615384615385,1160.0,113,33.52677595628415,24.63825136612022,66.02732240437159,early,on_time
Morbi,22.995335,24.150452108146688,1050.2326714590888,TOTAL BAJRA,2020,Morbi,2020-06-03,2020-10-21,6.090909090909091,1100.9,116,33.03224043715847,24.48633879781421,68.69398907103825,early,on_time
Rajkot,13.33,31.106779155427542,2333.59183461572,TOTAL BAJRA,2020,Rajkot,2020-06-03,2020-10-21,6.5,997.7,118,32.37377049180328,23.819125683060108,70.60655737704919,early,on_time
Jamnagar,2.06,5.612860381103802,2724.689505390195,TOTAL BAJRA,2020,Jamnagar,2020-06-01,2020-10-21,6.3,1201.8,120,32.10109289617486,24.614754098360656,73.56830601092896,early,on_time
Devbhumi Dwarka,8.61,16.134562721091726,1873.93295250775,TOTAL BAJRA,2020,Devbhoomi Dwarka,2020-06-04,2020-10-25,6.416666666666667,1345.7999999999995,106,30.327322404371586,26.382513661202186,76.07650273224044,early,on_time
Porbandar,0.2,0.5558160063496588,2779.080031748293,TOTAL BAJRA,2020,Porbandar,2020-06-01,2020-10-21,5.583333333333333,1586.6999999999998,116,30.68196721311476,25.68524590163934,74.27868852459017,early,on_time
Junagadh,28.15,81.86306413173297,2908.1017453546347,TOTAL BAJRA,2020,Junagadh,2020-06-01,2020-10-22,8.833333333333334,1620.4,130,31.05683060109289,23.75737704918033,74.76502732240438,early,on_time
Gir Somnath,101.24,251.35372503407825,2482.751136251267,TOTAL BAJRA,2020,Gir Somnath,2020-06-01,2020-10-22,5.8,1420.7999999999995,125,30.508196721311474,25.436612021857933,77.37704918032787,early,on_time
Amreli,57.9333,109.77490233407764,1894.849807176143,TOTAL BAJRA,2020,Amreli,2020-06-02,2020-10-22,6.333333333333333,1063.6,126,32.32677595628415,23.947540983606554,71.16939890710383,early,on_time
Bhavnagar,233.29,494.3081473104265,2118.856990485775,TOTAL BAJRA,2020,Bhavnagar,2020-06-01,2020-10-22,8.285714285714286,944.5,125,32.21420765027323,25.2879781420765,71.18579234972678,early,on_time
Botad,5.42,14.004415864819856,2583.840565464918,TOTAL BAJRA,2020,Botad,2020-06-02,2020-10-22,5.727272727272728,892.7,120,33.48524590163934,24.93114754098361,65.62841530054645,early,on_time
Anand,361.16,918.0115904196722,2541.8418164239456,TOTAL BAJRA,2020,Anand,2020-06-02,2020-11-15,5.416666666666667,1115.2,118,32.665573770491804,24.572677595628416,71.80874316939891,early,late
Kheda,296.78000000000003,674.190419759481,2271.684142325901,TOTAL BAJRA,2020,Kheda,2020-06-02,2020-11-26,4.846153846153846,1044.8,120,32.77049180327869,24.594535519125685,71.4535519125683,early,late
Panchmahal,26.2,44.48466754478709,1697.888074228515,TOTAL BAJRA,2020,Panchmahal,2020-06-01,2020-10-22,8.142857142857142,1081.8,126,32.122950819672134,24.161202185792348,72.48087431693989,early,on_time
Mahisagar,56.34,109.03441503468186,1935.2931316059965,TOTAL BAJRA,2020,Mahisagar,2020-06-02,2020-11-26,5.166666666666667,828.5999999999999,121,32.59180327868852,24.14808743169399,71.16939890710383,early,late
Dahod,0.4,1.1116320126993176,2779.080031748293,TOTAL BAJRA,2020,Dahod,2020-06-01,2020-11-18,5.5,903.9,128,30.89672131147541,22.81475409836066,73.74863387978142,early,late
Vadodara,43.57,97.01424454166668,2226.6294363476404,TOTAL BAJRA,2020,Vadodara,2020-06-02,2020-11-25,6.3,1065.0,120,32.4344262295082,24.508743169398908,72.65573770491804,early,late
Chhota Udaipur,2.32,6.447465673656041,2779.080031748293,TOTAL BAJRA,2020,Chhota Udepur,2020-06-02,2020-11-15,7.714285714285714,1023.6,129,32.055191256830604,23.911475409836065,73.29508196721312,early,late
Narmada,0.44,0.9115605353645736,2071.72848946494,TOTAL BAJRA,2020,Narmada,2020-06-03,2020-11-15,6.625,961.6999999999998,130,31.986885245901643,24.48633879781421,74.21311475409836,early,late
Bharuch,3.65,9.02319727290444,2472.1088418916274,TOTAL BAJRA,2020,Bharuch,2020-06-01,2020-11-26,8.666666666666666,1032.3,131,32.177595628415304,24.936612021857925,74.17486338797814,early,late
Surat,0.16,0.444652805079727,2779.080031748293,TOTAL BAJRA,2020,Surat,2020-06-01,2020-11-25,6.857142857142857,1331.1,135,31.3672131147541,24.971038251366124,76.73224043715847,early,late
Dang,0.0,0.0,0.0,TOTAL BAJRA,2020,Dangs,2020-06-01,2020-11-18,5.625,1331.4,138,30.903278688524587,23.87704918032787,77.89617486338798,early,late
Navsari,0.0,0.0,0.0,TOTAL BAJRA,2020,Navsari,2020-06-01,2020-11-02,7.333333333333333,1409.1999999999998,139,31.29726775956285,24.7896174863388,77.04918032786885,early,late
Valsad,0.0,0.0,0.0,TOTAL BAJRA,2020,Valsad,2020-06-01,2020-11-02,8.8,1500.8000000000002,139,30.418579234972675,24.794535519125684,79.78142076502732,early,late
Tapi,0.22,0.6113976069846245,2779.080031748293,TOTAL BAJRA,2020,Tapi,2020-06-01,2020-11-02,7.285714285714286,1267.3,132,31.496721311475408,24.209836065573768,76.95081967213115,early,late
Kutch,0.0,0.0,0.0,TOTAL RICE,2020,Kachchh,2020-06-04,2020-10-20,6.066666666666666,761.0000000000001,92,32.01693989071038,23.812568306010927,71.85245901639344,early,on_time
Banaskantha,0.0,0.0,0.0,TOTAL RICE,2020,Banaskantha,2020-06-02,2020-10-21,6.25,909.1,108,32.87103825136612,24.066666666666663,66.31147540983606,early,on_time
Patan,0.0,0.0,0.0,TOTAL RICE,2020,Patan,2020-06-03,2020-10-21,4.5,1280.6,102,33.63934426229508,24.62677595628416,66.10382513661202,early,on_time
Mehsana,56.74,125.69685384931245,2215.3128982959547,TOTAL RICE,2020,Mehsana,2020-06-02,2020-10-22,4.5625,1065.2,110,33.42841530054645,24.539344262295074,66.5792349726776,early,on_time
Sabarkantha,78.99,233.4078037688948,2954.903200011328,TOTAL RICE,2020,Sabarkantha,2020-06-02,2020-10-22,5.384615384615385,1189.6,113,32.48196721311476,23.96120218579235,70.25136612021858,early,on_time
Aravalli,12.07,21.0597458444199,1744.8008156105964,TOTAL RICE,2020,Arvalli,2020-06-02,2020-11-26,4.642857142857143,1067.4,118,32.3103825136612,24.040437158469945,70.51912568306011,early,late
Gandhinagar,124.86,291.72247577777694,2336.3965703810422,TOTAL RICE,2020,Gandhinagar,2020-06-02,2020-10-22,8.5,1161.7,115,32.90163934426229,24.34863387978142,69.69945355191257,early,on_time
Ahmedabad,1640.78,4162.34758,2536.8102853520886,TOTAL RICE,2020,Ahmedabad,2020-06-02,2020-10-22,5.583333333333333,1004.4,116,33.046994535519126,24.60710382513661,69.49726775956285,early,on_time
Surendranagar,28.78,60.72428986424036,2109.9475282918816,TOTAL RICE,2020,Surendranagar,2020-06-03,2020-10-21,5.384615384615385,1160.0,113,33.52677595628415,24.63825136612022,66.02732240437159,early,on_time
Morbi,0.0,0.0,0.0,TOTAL RICE,2020,Morbi,2020-06-03,2020-10-21,6.090909090909091,1100.9,116,33.03224043715847,24.48633879781421,68.69398907103825,early,on_time
Rajkot,0.02,0.059980121572013,2999.006078600653,TOTAL RICE,2020,Rajkot,2020-06-03,2020-10-21,6.5,997.7,118,32.37377049180328,23.819125683060108,70.60655737704919,early,on_time
Jamnagar,0.7,2.099304255020457,2999.006078600653,TOTAL RICE,2020,Jamnagar,2020-06-01,2020-10-21,6.3,1201.8,120,32.10109289617486,24.614754098360656,73.56830601092896,early,on_time
Devbhumi Dwarka,0.0,0.0,0.0,TOTAL RICE,2020,Devbhoomi Dwarka,2020-06-04,2020-10-25,6.416666666666667,1345.7999999999995,106,30.327322404371586,26.382513661202186,76.07650273224044,early,on_time
Porbandar,0.0,0.0,0.0,TOTAL RICE,2020,Porbandar,2020-06-01,2020-10-21,5.583333333333333,1586.6999999999998,116,30.68196721311476,25.68524590163934,74.27868852459017,early,on_time
Junagadh,0.0,0.0,0.0,TOTAL RICE,2020,Junagadh,2020-06-01,2020-10-22,8.833333333333334,1620.4,130,31.05683060109289,23.75737704918033,74.76502732240438,early,on_time
Gir Somnath,0.06,0.1046880489366357,1744.8008156105966,TOTAL RICE,2020,Gir Somnath,2020-06-01,2020-10-22,5.8,1420.7999999999995,125,30.508196721311474,25.436612021857933,77.37704918032787,early,on_time
Amreli,0.0,0.0,0.0,TOTAL RICE,2020,Amreli,2020-06-02,2020-10-22,6.333333333333333,1063.6,126,32.32677595628415,23.947540983606554,71.16939890710383,early,on_time
Bhavnagar,0.0,0.0,0.0,TOTAL RICE,2020,Bhavnagar,2020-06-01,2020-10-22,8.285714285714286,944.5,125,32.21420765027323,25.2879781420765,71.18579234972678,early,on_time
Botad,0.0,0.0,0.0,TOTAL RICE,2020,Botad,2020-06-02,2020-10-22,5.727272727272728,892.7,120,33.48524590163934,24.93114754098361,65.62841530054645,early,on_time
Anand,1213.7,2957.021504,2436.3693696959704,TOTAL RICE,2020,Anand,2020-06-02,2020-11-15,5.416666666666667,1115.2,118,32.665573770491804,24.572677595628416,71.80874316939891,early,late
Kheda,1264.6,3656.866718500452,2891.718107307016,TOTAL RICE,2020,Kheda,2020-06-02,2020-11-26,4.846153846153846,1044.8,120,32.77049180327869,24.594535519125685,71.4535519125683,early,late
Panchmahal,474.36,707.0678863761102,1490.5723213932672,TOTAL RICE,2020,Panchmahal,2020-06-01,2020-10-22,8.142857142857142,1081.8,126,32.122950819672134,24.161202185792348,72.48087431693989,early,on_time
Mahisagar,322.16,394.62487894042897,1224.9344392240778,TOTAL RICE,2020,Mahisagar,2020-06-02,2020-11-26,5.166666666666667,828.5999999999999,121,32.59180327868852,24.14808743169399,71.16939890710383,early,late
Dahod,416.58,559.5644446666666,1343.234059884456,TOTAL RICE,2020,Dahod,2020-06-01,2020-11-18,5.5,903.9,128,30.89672131147541,22.81475409836066,73.74863387978142,early,late
Vadodara,346.73,718.2709293684337,2071.5569156647352,TOTAL RICE,2020,Vadodara,2020-06-02,2020-11-25,6.3,1065.0,120,32.4344262295082,24.508743169398908,72.65573770491804,early,late
Chhota Udaipur,194.49,305.2783830701378,1569.6353697883585,TOTAL RICE,2020,Chhota Udepur,2020-06-02,2020-11-15,7.714285714285714,1023.6,129,32.055191256830604,23.911475409836065,73.29508196721312,early,late
Narmada,110.13,111.7940165067662,1015.1095660289312,TOTAL RICE,2020,Narmada,2020-06-03,2020-11-15,6.625,961.6999999999998,130,31.986885245901643,24.48633879781421,74.21311475409836,early,late
Bharuch,109.48,211.91622511999995,1935.6615374497624,TOTAL RICE,2020,Bharuch,2020-06-01,2020-11-26,8.666666666666666,1032.3,131,32.177595628415304,24.936612021857925,74.17486338797814,early,late
Surat,483.59,1157.613991010074,2393.792243450183,TOTAL RICE,2020,Surat,2020-06-01,2020-11-25,6.857142857142857,1331.1,135,31.3672131147541,24.971038251366124,76.73224043715847,early,late
Dang,268.17,518.7122577000288,1934.2665387628324,TOTAL RICE,2020,Dangs,2020-06-01,2020-11-18,5.625,1331.4,138,30.903278688524587,23.87704918032787,77.89617486338798,early,late
Navsari,557.13,1516.2288871970677,2721.499268029127,TOTAL RICE,2020,Navsari,2020-06-01,2020-11-02,7.333333333333333,1409.1999999999998,139,31.29726775956285,24.7896174863388,77.04918032786885,early,late
Valsad,720.09,1789.563913128949,2485.194785553124,TOTAL RICE,2020,Valsad,2020-06-01,2020-11-02,8.8,1500.8000000000002,139,30.418579234972675,24.794535519125684,79.78142076502732,early,late
Tapi,642.0600000000001,1941.368303604166,3023.655582973812,TOTAL RICE,2020,Tapi,2020-06-01,2020-11-02,7.285714285714286,1267.3,132,31.496721311475408,24.209836065573768,76.95081967213115,early,late
Kutch,594.75,685.2437681442409,1152.1542970058697,TOTAL GROUNDNUT,2020,Kachchh,2020-06-04,2020-10-20,6.066666666666666,761.0000000000001,92,32.01693989071038,23.812568306010927,71.85245901639344,early,on_time
Banaskantha,1632.9299999999998,4407.721703370868,2699.2716793560458,TOTAL GROUNDNUT,2020,Banaskantha,2020-06-02,2020-10-21,6.25,909.1,108,32.87103825136612,24.066666666666663,66.31147540983606,early,on_time
Patan,18.74,35.86550093919232,1913.8474353891315,TOTAL GROUNDNUT,2020,Patan,2020-06-03,2020-10-21,4.5,1280.6,102,33.63934426229508,24.62677595628416,66.10382513661202,early,on_time
Mehsana,260.61,821.6856368739136,3152.932108798256,TOTAL GROUNDNUT,2020,Mehsana,2020-06-02,2020-10-22,4.5625,1065.2,110,33.42841530054645,24.539344262295074,66.5792349726776,early,on_time
Sabarkantha,781.56,1884.6277774087905,2411.3667247668645,TOTAL GROUNDNUT,2020,Sabarkantha,2020-06-02,2020-10-22,5.384615384615385,1189.6,113,32.48196721311476,23.96120218579235,70.25136612021858,early,on_time
Aravalli,767.9799999999999,1526.842327160491,1988.1277209829573,TOTAL GROUNDNUT,2020,Arvalli,2020-06-02,2020-11-26,4.642857142857143,1067.4,118,32.3103825136612,24.040437158469945,70.51912568306011,early,late
Gandhinagar,134.20999999999998,337.7627361938079,2516.673393888741,TOTAL GROUNDNUT,2020,Gandhinagar,2020-06-02,2020-10-22,8.5,1161.7,115,32.90163934426229,24.34863387978142,69.69945355191257,early,on_time
Ahmedabad,1.82,3.4566222648002976,1899.2430026375264,TOTAL GROUNDNUT,2020,Ahmedabad,2020-06-02,2020-10-22,5.583333333333333,1004.4,116,33.046994535519126,24.60710382513661,69.49726775956285,early,on_time
Surendranagar,596.0,1407.1027309536098,2360.9106224053858,TOTAL GROUNDNUT,2020,Surendranagar,2020-06-03,2020-10-21,5.384615384615385,1160.0,113,33.52677595628415,24.63825136612022,66.02732240437159,early,on_time
Morbi,1395.0502264,2050.0063174466004,1469.4856705889,TOTAL GROUNDNUT,2020,Morbi,2020-06-03,2020-10-21,6.090909090909091,1100.9,116,33.03224043715847,24.48633879781421,68.69398907103825,early,on_time
Rajkot,2786.75,4964.962930710001,1781.631983748094,TOTAL GROUNDNUT,2020,Rajkot,2020-06-03,2020-10-21,6.5,997.7,118,32.37377049180328,23.819125683060108,70.60655737704919,early,on_time
Jamnagar,2268.02,5286.05174983,2330.6900952504825,TOTAL GROUNDNUT,2020,Jamnagar,2020-06-01,2020-10-21,6.3,1201.8,120,32.10109289617486,24.614754098360656,73.56830601092896,early,on_time
Devbhumi Dwarka,2187.59,4221.905028110435,1929.9343241240056,TOTAL GROUNDNUT,2020,Devbhoomi Dwarka,2020-06-04,2020-10-25,6.416666666666667,1345.7999999999995,106,30.327322404371586,26.382513661202186,76.07650273224044,early,on_time
Porbandar,916.45,1171.5295596485546,1278.3343986562872,TOTAL GROUNDNUT,2020,Porbandar,2020-06-01,2020-10-21,5.583333333333333,1586.6999999999998,116,30.68196721311476,25.68524590163934,74.27868852459017,early,on_time
Junagadh,2649.9,4629.632356,1747.0970059247518,TOTAL GROUNDNUT,2020,Junagadh,2020-06-01,2020-10-22,8.833333333333334,1620.4,130,31.05683060109289,23.75737704918033,74.76502732240438,early,on_time
Gir Somnath,1041.38,1426.8924379459313,1370.1938177667432,TOTAL GROUNDNUT,2020,Gir Somnath,2020-06-01,2020-10-22,5.8,1420.7999999999995,125,30.508196721311474,25.436612021857933,77.37704918032787,early,on_time
Amreli,1866.32,3140.0592551388995,1682.4870628503686,TOTAL GROUNDNUT,2020,Amreli,2020-06-02,2020-10-22,6.333333333333333,1063.6,126,32.32677595628415,23.947540983606554,71.16939890710383,early,on_time
Bhavnagar,1252.12,2372.364905055804,1894.678549225157,TOTAL GROUNDNUT,2020,Bhavnagar,2020-06-01,2020-10-22,8.285714285714286,944.5,125,32.21420765027323,25.2879781420765,71.18579234972678,early,on_time
Botad,194.42,422.3362802468762,2172.288243220225,TOTAL GROUNDNUT,2020,Botad,2020-06-02,2020-10-22,5.727272727272728,892.7,120,33.48524590163934,24.93114754098361,65.62841530054645,early,on_time
Anand,0.1,0.2347910330121254,2347.910330121254,TOTAL GROUNDNUT,2020,Anand,2020-06-02,2020-11-15,5.416666666666667,1115.2,118,32.665573770491804,24.572677595628416,71.80874316939891,early,late
Kheda,101.54,225.20576608686417,2217.9019705225937,TOTAL GROUNDNUT,2020,Kheda,2020-06-02,2020-11-26,4.846153846153846,1044.8,120,32.77049180327869,24.594535519125685,71.4535519125683,early,late
Panchmahal,8.29,18.100227961154665,2183.380936206835,TOTAL GROUNDNUT,2020,Panchmahal,2020-06-01,2020-10-22,8.142857142857142,1081.8,126,32.122950819672134,24.161202185792348,72.48087431693989,early,on_time
Mahisagar,39.04,73.73094753370003,1888.6000905148571,TOTAL GROUNDNUT,2020,Mahisagar,2020-06-02,2020-11-26,5.166666666666667,828.5999999999999,121,32.59180327868852,24.14808743169399,71.16939890710383,early,late
Dahod,11.09,20.014248847961557,1804.711347877507,TOTAL GROUNDNUT,2020,Dahod,2020-06-01,2020-11-18,5.5,903.9,128,30.89672131147541,22.81475409836066,73.74863387978142,early,late
Vadodara,0.81,1.619146951083467,1998.9468531894652,TOTAL GROUNDNUT,2020,Vadodara,2020-06-02,2020-11-25,6.3,1065.0,120,32.4344262295082,24.508743169398908,72.65573770491804,early,late
Chhota Udaipur,4.81,10.41854739928996,2166.0181703305534,TOTAL GROUNDNUT,2020,Chhota Udepur,2020-06-02,2020-11-15,7.714285714285714,1023.6,129,32.055191256830604,23.911475409836065,73.29508196721312,early,late
Narmada,1.48,2.810879643903539,1899.2430026375264,TOTAL GROUNDNUT,2020,Narmada,2020-06-03,2020-11-15,6.625,961.6999999999998,130,31.986885245901643,24.48633879781421,74.21311475409836,early,late
Bharuch,2.64,5.449208834622285,2064.094255538744,TOTAL GROUNDNUT,2020,Bharuch,2020-06-01,2020-11-26,8.666666666666666,1032.3,131,32.177595628415304,24.936612021857925,74.17486338797814,early,late
Surat,10.9,21.652923463014535,1986.5067397261048,TOTAL GROUNDNUT,2020,Surat,2020-06-01,2020-11-25,6.857142857142857,1331.1,135,31.3672131147541,24.971038251366124,76.73224043715847,early,late
Dang,48.46,79.13574477246524,1633.011654404978,TOTAL GROUNDNUT,2020,Dangs,2020-06-01,2020-11-18,5.625,1331.4,138,30.903278688524587,23.87704918032787,77.89617486338798,early,late
Navsari,0.52,1.2074533518385404,2322.0256766125776,TOTAL GROUNDNUT,2020,Navsari,2020-06-01,2020-11-02,7.333333333333333,1409.1999999999998,139,31.29726775956285,24.7896174863388,77.04918032786885,early,late
Valsad,0.06,0.1229279267079261,2048.798778465436,TOTAL GROUNDNUT,2020,Valsad,2020-06-01,2020-11-02,8.8,1500.8000000000002,139,30.418579234972675,24.794535519125684,79.78142076502732,early,late
Tapi,52.42,98.0546576202062,1870.55813850069,TOTAL GROUNDNUT,2020,Tapi,2020-06-01,2020-11-02,7.285714285714286,1267.3,132,31.496721311475408,24.209836065573768,76.95081967213115,early,late
Kutch,0.0,0.0,0.0,TOTAL TOBACCO,2020,Kachchh,2020-06-04,2020-10-20,6.066666666666666,761.0000000000001,92,32.01693989071038,23.812568306010927,71.85245901639344,early,on_time
Banaskantha,50.9,153.23211042600897,3010.45403587444,TOTAL TOBACCO,2020,Banaskantha,2020-06-02,2020-10-21,6.25,909.1,108,32.87103825136612,24.066666666666663,66.31147540983606,early,on_time
Patan,40.09,101.14500618565056,2522.9485204702064,TOTAL TOBACCO,2020,Patan,2020-06-03,2020-10-21,4.5,1280.6,102,33.63934426229508,24.62677595628416,66.10382513661202,early,on_time
Mehsana,179.18,608.5277302514296,3396.1811042048757,TOTAL TOBACCO,2020,Mehsana,2020-06-02,2020-10-22,4.5625,1065.2,110,33.42841530054645,24.539344262295074,66.5792349726776,early,on_time
Sabarkantha,27.7,62.57594808285588,2259.059497576025,TOTAL TOBACCO,2020,Sabarkantha,2020-06-02,2020-10-22,5.384615384615385,1189.6,113,32.48196721311476,23.96120218579235,70.25136612021858,early,on_time
Aravalli,17.69,29.73689,1681.0,TOTAL TOBACCO,2020,Arvalli,2020-06-02,2020-11-26,4.642857142857143,1067.4,118,32.3103825136612,24.040437158469945,70.51912568306011,early,late
Gandhinagar,49.08,113.296272,2308.4,TOTAL TOBACCO,2020,Gandhinagar,2020-06-02,2020-10-22,8.5,1161.7,115,32.90163934426229,24.34863387978142,69.69945355191257,early,on_time
Ahmedabad,2.25,5.452837174872319,2423.483188832142,TOTAL TOBACCO,2020,Ahmedabad,2020-06-02,2020-10-22,5.583333333333333,1004.4,116,33.046994535519126,24.60710382513661,69.49726775956285,early,on_time
Surendranagar,0.0,0.0,0.0,TOTAL TOBACCO,2020,Surendranagar,2020-06-03,2020-10-21,5.384615384615385,1160.0,113,33.52677595628415,24.63825136612022,66.02732240437159,early,on_time
Morbi,0.0,0.0,0.0,TOTAL TOBACCO,2020,Morbi,2020-06-03,2020-10-21,6.090909090909091,1100.9,116,33.03224043715847,24.48633879781421,68.69398907103825,early,on_time
Rajkot,0.0,0.0,0.0,TOTAL TOBACCO,2020,Rajkot,2020-06-03,2020-10-21,6.5,997.7,118,32.37377049180328,23.819125683060108,70.60655737704919,early,on_time
Jamnagar,0.0,0.0,0.0,TOTAL TOBACCO,2020,Jamnagar,2020-06-01,2020-10-21,6.3,1201.8,120,32.10109289617486,24.614754098360656,73.56830601092896,early,on_time
Devbhumi Dwarka,0.0,0.0,0.0,TOTAL TOBACCO,2020,Devbhoomi Dwarka,2020-06-04,2020-10-25,6.416666666666667,1345.7999999999995,106,30.327322404371586,26.382513661202186,76.07650273224044,early,on_time
